,Unnamed: 0,Date,HPA,HPD,Cie,Ligne,Esc 1,Immat,Type app,PKG,Remarque,Comment,Terminal,DATETIME,Graph_intervale,Brigade
11,117,2022-04-10,09:35:00,,DAH,6027,7TVJU,B736,CZL,P12,ARRIVE 09:49,91 PX,T2,2022-04-10 09:35:00,"[6334, 6336]",Journee
12,118,2022-04-10,09:45:00,,DAH,6007,7TVKL,B738,AAE,PA1,ARRIVE 09:30,89 PX,T2,2022-04-10 09:45:00,"[6344, 6346]",Journee
13,119,2022-04-10,,10:00:00,DAH,3016,7TVJC,A330,IST,P23B,DECOLLE 10:30,190 PX,T4,2022-04-10 10:00:00,"[6358, 6362]",Journee
14,120,2022-04-10,,10:00:00,DTH,1320,7TVCD,B738,IAM,P11A,DECOLLE 09:26,93 PX/SF 1903 HME 0825,T2,2022-04-10 10:00:00,"[6359, 6361]",Journee
15,121,2022-04-10,10:05:00,,DTH,2111,7TVCT,B738,CZL,PA1,ARRIVE 09:38,,T2,2022-04-10 10:05:00,"[6364, 6366]",Journee
16,122,2022-04-10,,10:10:00,DAH,6276,7TVUM,ATR72,MZW,PA1,DECOLLE 10:40,,T2,2022-04-10 10:10:00,"[6369, 6371]",Journee
17,123,2022-04-10,,10:15:00,DAH,2070,7TVKN,B738,FRA,P19,DECOLLE 10:31,95 PX,T4,2022-04-10 10:15:00,"[6373, 6377]",Journee
18,124,2022-04-10,,10:15:00,DAH,6142,7TVJL,B738,AZR,PA1,DECOLLE 10:10,69 PX,T2,2022-04-10 10:15:00,"[6374, 6376]",Journee
19,125,2022-04-10,,10:15:00,DAH,6156,7TVKI,B738,TMX,P10C,DECOLLE 10:05,19 PX,T2,2022-04-10 10:15:00,"[6374, 6376]",Journee
20,126,2022-04-10,,10:15:00,DAH,2026,7TVJT,B736,MXP,P18,DECOLLE 10:17,24 PX/AH6223 HME 08H25,T4,2022-04-10 10:15:00,"[6373, 6377]",Journee
21,127,2022-04-10,10:20:00,,FPO,271,,B738,CDG,P14,ARRIVE 10:26,114 PX,T4,2022-04-10 10:20:00,"[6378, 6382]",Journee
22,128,2022-04-10,,10:20:00,DAH,2054,7TVKO,B738,LHR,P15,DECOLLE 11:05,130 PX,T4,2022-04-10 10:20:00,"[6378, 6382]",Journee
23,129,2022-04-10,10:25:00,,LBT,130,,A320,TUN,P1,ARRIVE 10:43,69 PX,T1,2022-04-10 10:25:00,"[6384, 6386]",Journee
24,130,2022-04-10,10:30:00,,AFR,4144,,B777,ORY,P21,ARRIVE 10:30,335 PX,T4,2022-04-10 10:30:00,"[6388, 6392]",Journee
25,131,2022-04-10,,10:45:00,DAH,6190,7TVKG,B738,CZL,PA1,DECOLLE 10:55,,T2,2022-04-10 10:45:00,"[6404, 6406]",Journee
26,132,2022-04-10,,11:00:00,DAH,6058,7TVJU,B736,GJL,P12,DECOLLE 11:10,AH 6027 CZL 0935/50 PX,T2,2022-04-10 11:00:00,"[6419, 6421]",Journee
27,133,2022-04-10,11:20:00,,DAH,6039,7TVUN,ATR72,BLJ,PA1,ARRIVE 11:00,65 PX,T2,2022-04-10 11:20:00,"[6439, 6441]",Journee
28,134,2022-04-10,,11:20:00,FPO,364,,B738,LIL,P14,DECOLLE 11:27,,T4,2022-04-10 11:20:00,"[6438, 6442]",Journee
29,135,2022-04-10,11:25:00,,AFR,1384,,A320,CDG,P16,ARRIVE 11:20,14 PX,T4,2022-04-10 11:25:00,"[6443, 6447]",Journee
30,136,2022-04-10,,11:25:00,LBT,131,,A320,TUN,P1,DECOLLE 11:42,,T1,2022-04-10 11:25:00,"[6444, 6446]",Journee
31,137,2022-04-10,11:40:00,,DAH,6171,7TVUK,ATR72,AAE,PA1,ARRIVE 11:30,34 PX,T2,2022-04-10 11:40:00,"[6459, 6461]",Journee
32,138,2022-04-10,11:50:00,,THY,651,,A321,IST,P2,ARRIVE 11:54,111 PX,T1,2022-04-10 11:50:00,"[6469, 6471]",Journee
33,139,2022-04-10,11:55:00,,MSR,845,,A330,CAI,P4B,ARRIVE 12:25,228 PX,T1,2022-04-10 11:55:00,"[6474, 6476]",Journee
34,140,2022-04-10,12:00:00,,DAH,6181,7TVVQ,ATR72,ORN,PA1,ARRIVE 11:45,29 PX,T2,2022-04-10 12:00:00,"[6479, 6481]",Journee
35,141,2022-04-10,,12:10:00,DAH,6266,7TVUN,ATR72,TGR,PA1,DECOLLE 12:05,31 PX,T2,2022-04-10 12:10:00,"[6489, 6491]",Journee
36,142,2022-04-10,12:25:00,,DAH,6217,7TVUO,ATR72,OGX,PA1,ARRIVE 12:30,,T2,2022-04-10 12:25:00,"[6504, 6506]",Journee
37,143,2022-04-10,,12:45:00,AFR,4145,,B777,ORY,P21,DECOLLE 12:38,,T4,2022-04-10 12:45:00,"[6523, 6527]",Journee
38,144,2022-04-10,,12:45:00,AFR,1855,,A320,CDG,P16,DECOLLE 12:40,,T4,2022-04-10 12:45:00,"[6523, 6527]",Journee
39,145,2022-04-10,,12:50:00,DAH,6252,7TVVQ,ATR72,ELU,PA1,DECOLLE 12:55,64 PX,T2,2022-04-10 12:50:00,"[6529, 6531]",Journee
40,146,2022-04-10,,12:55:00,MSR,846,,A330,CAI,P4B,DECOLLE 14:02,285 PX,T1,2022-04-10 12:55:00,"[6534, 6536]",Journee
41,147,2022-04-10,13:15:00,,QTR,1379,,A330,DOH,P4B,ARRIVE 14:24,220 PX/A COSTER A 14:33 CAUSE PRBM PASSERELLE,T1,2022-04-10 13:15:00,"[6554, 6556]",Journee
42,148,2022-04-10,13:15:00,,DAH,6191,7TVKG,B738,CZL,P12,ARRIVE 13:36,74 PX,T2,2022-04-10 13:15:00,"[6554, 6556]",Journee
43,149,2022-04-10,,13:15:00,THY,652,,A321,IST,P2,DECOLLE 13:01,66 PX,T2,2022-04-10 13:15:00,"[6554, 6556]",Journee
44,150,2022-04-10,13:40:00,,DAH,6059,7TVJU,B736,GJL,P18,ARRIVE 13:30,101 PX,T2,2022-04-10 13:40:00,"[6579, 6581]",Journee
45,151,2022-04-10,14:00:00,,DAH,6277,7TVUM,ATR72,MZW,PA1,ARRIVE 13:50,,T2,2022-04-10 14:00:00,"[6599, 6601]",Journee
46,152,2022-04-10,,14:00:00,DTH,1860,7TVCT,B738,ORN,PA1,DECOLLE 14:10,,T2,2022-04-10 14:00:00,"[6599, 6601]",Journee
47,153,2022-04-10,14:05:00,,SVA,341,,B777,JED,P3B,ARRIVE 14:47,80 PX,T1,2022-04-10 14:05:00,"[6604, 6606]",Journee
48,154,2022-04-10,14:15:00,,DAH,6157,7TVKI,B738,TMX,PA1,ARRIVE 14:05,48 PX,T2,2022-04-10 14:15:00,"[6614, 6616]",Journee
49,155,2022-04-10,,14:30:00,DAH,6194,7TVKE,B738,CZL,P11A,DECOLLE 14:22,53 PX,T2,2022-04-10 14:30:00,"[6629, 6631]",Journee
50,156,2022-04-10,,14:30:00,DAH,6176,7TVKD,B738,AAE,P10C,DECOLLE 14:40,TRACTAGE/93 PX,T2,2022-04-10 14:30:00,"[6629, 6631]",Journee
51,157,2022-04-10,14:50:00,,DTH,1321,7TVCD,B738,IAM,PA1,ARRIVE 13:55,,T2,2022-04-10 14:50:00,"[6649, 6651]",Journee
52,158,2022-04-10,14:50:00,,DTH,1525,7TVCM,DH8D,HRM,PA1,ARRIVE 14:45,,T2,2022-04-10 14:50:00,"[6649, 6651]",Journee
53,159,2022-04-10,14:55:00,,DAH,6143,7TVJL,B738,AZR,PA1,ARRIVE 14:50,122 PX,T2,2022-04-10 14:55:00,"[6654, 6656]",Journee
54,160,2022-04-10,,15:00:00,DTH,2110,7TVCE,B738,CZL,PA1,DECOLLE 14:50,13 PX,T2,2022-04-10 15:00:00,"[6659, 6661]",Journee
55,161,2022-04-10,,15:05:00,DAH,5010,7TVJU,B736,DSS,P18,DECOLLE 14:45,AH6059 GJL 13H40/11 PX,T4,2022-04-10 15:05:00,"[6663, 6667]",Journee
56,162,2022-04-10,15:10:00,,DAH,1011,7TVJV,A330,ORY,P25B,ARRIVE 15:47,259 PX,T4,2022-04-10 15:10:00,"[6668, 6672]",Journee
57,163,2022-04-10,,15:10:00,DTH,2220,7TVCF,B738,ORN,PA1,DECOLLE 15:00,05 PX,T2,2022-04-10 15:10:00,"[6669, 6671]",Journee
58,164,2022-04-10,15:15:00,,DAH,2027,7TVJT,B736,MXP,P17,ARRIVE 15:13,61 PX,T4,2022-04-10 15:15:00,"[6673, 6677]",Journee
59,165,2022-04-10,,15:20:00,QTR,1380,,A330,DOH,P4B,DECOLLE 16:04,175 PX,T1,2022-04-10 15:20:00,"[6679, 6681]",Journee
60,166,2022-04-10,,15:30:00,DAH,6184,7TVKG,B738,ORN,P12,DECOLLE 15:35,AH 6191 1315 CZL/125 PX,T2,2022-04-10 15:30:00,"[6689, 6691]",Journee
61,167,2022-04-10,,15:30:00,DAH,1040,7TVKK,B738,NCE,P22C,DECOLLE 15:26,51 PCX,T4,2022-04-10 15:30:00,"[6688, 6692]",Journee
62,168,2022-04-10,15:50:00,,DAH,6267,7TVUN,ATR72,TGR,PA1,ARRIVE 15:35,55 PX,T2,2022-04-10 15:50:00,"[6709, 6711]",Journee
63,169,2022-04-10,16:05:00,,DAH,6071,7TVJR,B736,LOO,PA1,ARRIVE 15:35,72 PX,T2,2022-04-10 16:05:00,"[6724, 6726]",Journee
64,170,2022-04-10,,16:25:00,SVA,340,,B777,JED,P3B,DECOLLE 17:44,408 PX,T1,2022-04-10 16:25:00,"[6744, 6746]",Journee
65,171,2022-04-10,16:30:00,,DAH,6232,7TVKA,B738,DJG,PA2,ARRIVE 16:45,95 PX,T2,2022-04-10 16:30:00,"[6749, 6751]",Journee
66,172,2022-04-10,16:35:00,,DAH,6253,7TVVQ,ATR72,ELU,PA1,ARRIVE 16:25,67 PX,T2,2022-04-10 16:35:00,"[6754, 6756]",Journee
67,173,2022-04-10,,16:50:00,DAH,4002,7TVKM,B738,TUN,P19,DECOLLE 17:03,TRACTAGE/135 PX,T4,2022-04-10 16:50:00,"[6768, 6772]",Journee
68,174,2022-04-10,16:55:00,,DTH,1501,7TVCP,Q200,HRM,PA1,ARRIVE 15:45,,T2,2022-04-10 16:55:00,"[6774, 6776]",Journee
69,175,2022-04-10,17:10:00,,DAH,6195,7TVKE,B738,CZL,P12,ARRIVE 17:12,70 PX,T2,2022-04-10 17:10:00,"[6789, 6791]",Journee
70,176,2022-04-10,,17:15:00,DAH,4604,7TVJZ,A330,MED,PA2,DECOLLE 17:15,262 PX,T3,2022-04-10 17:15:00,"[6793, 6797]",Journee
71,177,2022-04-10,17:20:00,,FPO,363,,B738,LIL,P15,ARRIVE 17:35,117 PX,T4,2022-04-10 17:20:00,"[6798, 6802]",Journee
72,178,2022-04-10,17:20:00,,DAH,2071,,B738,FRA,P18,ARRIVE 17:24,146 PX,T4,2022-04-10 17:20:00,"[6798, 6802]",Journee
73,179,2022-04-10,,17:20:00,DAH,6222,7TVUV,ATR72,HME,PA1,DECOLLE 17:25,65 PX,T2,2022-04-10 17:20:00,"[6799, 6801]",Journee
74,180,2022-04-10,17:40:00,,DAH,6177,7TVKD,B738,AAE,P11A,ARRIVE 17:50,94 PX,T2,2022-04-10 17:40:00,"[6819, 6821]",Journee
75,181,2022-04-10,17:55:00,,DAH,2055,7TVKO,B738,LHR,P14,ARRIVE 18:00,127 PX,T4,2022-04-10 17:55:00,"[6833, 6837]",Journee
76,182,2022-04-10,18:15:00,,DAH,3017,7TVJC,A330,IST,P20,ARRIVE 18:50,218 PX,T4,2022-04-10 18:15:00,"[6853, 6857]",Journee
77,183,2022-04-10,,18:15:00,DTH,1802,7TVCC,B738,HME,PA1,DECOLLE 18:05,,T2,2022-04-10 18:15:00,"[6854, 6856]",Journee
78,184,2022-04-10,,18:20:00,FPO,272,,B738,CDG,P15,DECOLLE 18:19,77 PX,T4,2022-04-10 18:20:00,"[6858, 6862]",Journee
79,185,2022-04-10,,18:20:00,DAH,6106,7TVKP,B738,ORN,P9,DECOLLE 18:22,44 PX,T2,2022-04-10 18:20:00,"[6859, 6861]",Journee
80,186,2022-04-10,18:30:00,,DAH,6185,7TVKG,B738,ORN,P10C,ARRIVE 18:15,93 PX,T2,2022-04-10 18:30:00,"[6869, 6871]",Journee
81,187,2022-04-10,,18:30:00,DAH,6200,7TVUO,ATR72,GHA,PA1,DECOLLE 18:25,56 PX,T2,2022-04-10 18:30:00,"[6869, 6871]",Journee
82,188,2022-04-10,,18:30:00,DAH,6026,7TVKE,B738,CZL,P12,DECOLLE 18:09,AH 6195 CZK 1710/54 PX,T2,2022-04-10 18:30:00,"[6869, 6871]",Journee
83,189,2022-04-10,,18:40:00,DAH,6006,7TVKD,B738,AAE,P11A,DECOLLE 19:00,AH 6177 AAE 1740/57 PX,T2,2022-04-10 18:40:00,"[6879, 6881]",Journee
